dates,region,department,commune,Idps,IdpReturn,autochtone,MenaeIdp,MenaeReturnIdp
,Tillabéri,Kollo,N_Dounga,182,10,0,26,10
,Tillabéri,Kollo,Kollo,581,0,0,83,0
,Tillabéri,Kollo,N_Dounga,693,25,0,99,25
,Tillabéri,Kollo,N_Dounga,0,66,0,0,66
,Tillabéri,Kollo,N_Dounga,0,82,0,0,82
,Tillabéri,Kollo,Libore,14,48,0,2,48
,Tillabéri,Kollo,Libore,574,105,0,82,105
,Tillabéri,Ouallam,Tondikiwindi,455,0,0,65,0
,Tillabéri,Ouallam,Ouallam,6735,0,0,1222,0
,Tillabéri,Ouallam,Tondikiwindi,7000,0,0,1000,0
,Tillabéri,Téra,Tera,311,48,0,69,48
,Tillabéri,Téra,Tera,0,0,1028,0,0
,Tillabéri,Téra,Tera,2737,0,0,326,0
,Tillabéri,Téra,Tera,10784,0,0,2058,0
,Tillabéri,Tillabéri,Dessa,868,50,0,124,50
,Tillabéri,Tillabéri,Dessa,350,6,0,50,6
,Tillabéri,Tillabéri,Dessa,910,0,0,130,0
,Tillabéri,Tillabéri,Dessa,3619,0,0,517,0
,Tillabéri,Tillabéri,Dessa,280,0,0,40,0
,Tillabéri,Tillabéri,Dessa,945,0,0,135,0
,Tillabéri,Tillabéri,Dessa,600,0,0,100,0
,Tillabéri,Tillabéri,Dessa,315,0,0,45,0
,Tillabéri,Tillabéri,Dessa,1050,40,0,150,40
,Tillabéri,Tillabéri,Tillaberi,490,0,0,70,0
,Tillabéri,Tillabéri,Tillaberi,3500,0,0,500,0
,Tillabéri,Tillabéri,Tillaberi,560,0,0,100,0
,Tillabéri,Tillabéri,Sakoira,1757,0,0,251,0
,Tillabéri,Tillabéri,Dessa,2100,0,0,300,0
,Tillabéri,Tillabéri,Dessa,600,0,0,100,0
,Tillabéri,Tillabéri,Dessa,469,67,0,67,67
,Tillabéri,Tillabéri,Sakoira,476,4,0,68,4
,Tillabéri,Torodi,Makalondi,840,0,0,120,0
,Tillabéri,Torodi,Makalondi,322,7,0,46,7
,Tillabéri,Torodi,Makalondi,1050,30,42,150,30
,Tillabéri,Torodi,Makalondi,224,2,7,32,2
,Tillabéri,Torodi,Makalondi,2282,0,42,958,0
,Tillabéri,Torodi,Makalondi,210,13,0,30,13
,Tillabéri,Torodi,Makalondi,525,0,0,75,0
,Tillabéri,Torodi,Torodi,1225,0,0,175,0
,Tillabéri,Torodi,Torodi,280,0,0,40,0
,Tillabéri,Torodi,Torodi,7910,250,350,1130,250
,Tillabéri,Torodi,Torodi,11388,0,0,1484,0
,Tillabéri,Torodi,Torodi,616,0,0,88,0
,Tillabéri,Torodi,Torodi,241,0,0,37,0
,Tillabéri,Torodi,Torodi,217,0,0,31,0
,Tillabéri,Torodi,Torodi,9,8,0,1,8
,Tillabéri,Torodi,Torodi,21,8,0,4,8
,Tillabéri,Torodi,Makalondi,228,0,0,37,0
,Tillabéri,Torodi,Torodi,69,0,0,10,0
,Tillabéri,Téra,Diagorou,1848,0,0,462,0
,Maradi,Madarounfa,Madarounfa,0,0,504,0,0
,Maradi,Madarounfa,Madarounfa,70,0,0,10,0
,Maradi,Madarounfa,Madarounfa,7,0,133,1,0
,Maradi,Madarounfa,Madarounfa,91,0,2100,13,0
,Maradi,Guidan Roumdji,Tibiri,490,15,70,70,15
,Maradi,Madarounfa,Gabi,105,0,0,15,0
,Maradi,Madarounfa,Gabi,70,6,0,10,6
,Maradi,Madarounfa,Gabi,700,0,14,100,0
,Maradi,Madarounfa,Gabi,462,0,35,66,0
,Maradi,Madarounfa,Safo,350,200,70,50,200
,Maradi,Guidan Roumdji,Guidan Sori,105,0,280,15,0
,Maradi,Guidan Roumdji,Guidan Sori,35,2,0,5,2
,Maradi,Guidan Roumdji,Guidan Roumdji,455,0,1085,65,0
,Maradi,Guidan Roumdji,Guidan Roumdji,238,0,4270,34,0
,Maradi,Guidan Roumdji,Guidan Roumdji,70,28,245,10,28
,Maradi,Guidan Roumdji,Guidan Roumdji,70,0,42,10,0
,Maradi,Guidan Roumdji,Guidan Roumdji,826,0,245,118,0
,Maradi,Guidan Roumdji,Guidan Roumdji,42,0,70,7,0
,Maradi,Guidan Roumdji,Guidan Roumdji,350,15,70,50,15
,Maradi,Guidan Roumdji,Tibiri,140,0,140,20,0
,Maradi,Guidan Roumdji,Tibiri,140,0,49,20,0
,Maradi,Guidan Roumdji,Tibiri,350,0,0,50,0
,Maradi,Guidan Roumdji,Tibiri,210,0,0,30,0
,Maradi,Guidan Roumdji,Tibiri,14,1,14,2,1
,Maradi,Guidan Roumdji,Tibiri,14,0,21,2,0
,Maradi,Guidan Roumdji,Tibiri,14,0,0,2,0
,Maradi,Guidan Roumdji,Tibiri,7,0,0,1,0
,Maradi,Guidan Roumdji,Tibiri,35,0,0,5,0
,Maradi,Guidan Roumdji,Guidan Roumdji,70,2,840,10,2
,Maradi,Guidan Roumdji,Guidan Roumdji,21,0,14,3,0
,Maradi,Guidan Roumdji,Guidan Roumdji,67,2,0,9,2
,Maradi,Guidan Roumdji,Guidan Roumdji,152,0,0,15,0
,Maradi,Guidan Roumdji,Guidan Roumdji,77,3,0,11,3
,Maradi,Guidan Roumdji,Guidan Roumdji,70,4,21,10,4
,Maradi,Guidan Roumdji,Guidan Sori,175,2,0,25,2
,Maradi,Guidan Roumdji,Guidan Sori,140,2,0,20,2
,Maradi,Guidan Roumdji,Guidan Roumdji,35,0,0,5,0
,Maradi,Guidan Roumdji,Tibiri,210,1,0,30,1
,Maradi,Madarounfa,Gabi,700,10,0,100,10
,Maradi,Madarounfa,Sarkin Yamma,259,0,0,37,0
,Maradi,Madarounfa,Gabi,840,0,98,120,0
,Maradi,Madarounfa,Gabi,105,70,63,15,70
,Maradi,Madarounfa,Gabi,91,0,1260,13,0
,Maradi,Madarounfa,Gabi,77,0,2100,11,0
,Maradi,Madarounfa,Gabi,140,0,14,20,0
,Maradi,Madarounfa,Gabi,140,0,280,20,0
,Maradi,Madarounfa,Gabi,14,0,140,2,0
,Maradi,Madarounfa,Gabi,105,41,0,15,41
,Maradi,Guidan Roumdji,Guidan Sori,245,40,420,35,40
,Maradi,Guidan Roumdji,Guidan Sori,315,15,259,45,15
,Maradi,Guidan Roumdji,Guidan Roumdji,7,80,105,1,80
,Maradi,Guidan Roumdji,Tibiri,420,19,350,60,19
,Maradi,Madarounfa,Madarounfa,280,0,231,40,0
,Maradi,Madarounfa,Gabi,21,0,0,3,0
,Maradi,Guidan Roumdji,Guidan Roumdji,308,0,399,44,0
,Maradi,Guidan Roumdji,Tibiri,315,0,1750,45,0
,Maradi,Madarounfa,Safo,42,0,35,6,0
,Maradi,Madarounfa,Madarounfa,70,0,140,10,0
,Maradi,Guidan Roumdji,Tibiri,1400,25,245,200,25
,Maradi,Madarounfa,Madarounfa,36,0,4,6,0
,Maradi,Madarounfa,Madarounfa,140,0,0,20,0
,Maradi,Madarounfa,Gabi,82,0,0,12,0
,Maradi,Madarounfa,Gabi,140,30,0,23,30
,Maradi,Madarounfa,Gabi,21,7,0,4,7
,Maradi,Madarounfa,Gabi,8,0,238,2,0
,Maradi,Madarounfa,Gabi,15,0,0,2,0
,Maradi,Madarounfa,Dan Issa,42,0,70,6,0
,Maradi,Madarounfa,Safo,595,28,70,85,28
,Maradi,Madarounfa,Safo,175,0,0,25,0
,Maradi,Madarounfa,Sarkin Yamma,888,0,0,120,0
,Maradi,Madarounfa,Safo,140,0,0,20,0
,Maradi,Madarounfa,Sarkin Yamma,140,10,0,20,10
,Maradi,Madarounfa,Sarkin Yamma,105,0,0,15,0
,Maradi,Madarounfa,Sarkin Yamma,840,50,0,120,50
,Maradi,Guidan Roumdji,Guidan Roumdji,175,0,105,25,0
,Maradi,Guidan Roumdji,Guidan Roumdji,280,44,1176,40,44
,Maradi,Guidan Roumdji,Guidan Roumdji,455,135,280,65,135
,Maradi,Guidan Roumdji,Guidan Roumdji,1000,0,126,120,0
,Maradi,Guidan Roumdji,Guidan Roumdji,70,0,50,20,0
,Maradi,Guidan Roumdji,Guidan Roumdji,105,0,0,15,0
,Maradi,Madarounfa,Gabi,70,1,1092,10,1
,Maradi,Madarounfa,Gabi,147,0,280,21,0
,Maradi,Guidan Roumdji,Guidan Roumdji,42,0,175,6,0
,Maradi,Guidan Roumdji,Tibiri,140,20,105,20,20
,Maradi,Guidan Roumdji,Tibiri,280,100,0,40,100
,Maradi,Madarounfa,Madarounfa,210,0,0,30,0
,Maradi,Madarounfa,Madarounfa,0,0,7000,0,0
,Maradi,Madarounfa,Gabi,0,159,385,0,159
,Maradi,Madarounfa,Gabi,714,0,1400,102,0
,Maradi,Madarounfa,Gabi,21,0,49,3,0
,Maradi,Madarounfa,Gabi,45,0,420,5,0
,Maradi,Madarounfa,Gabi,350,500,280,50,500
,Maradi,Madarounfa,Gabi,700,0,50,100,0
,Maradi,Madarounfa,Gabi,58,59,0,6,59
,Maradi,Madarounfa,Gabi,35,0,8,5,0
,Maradi,Madarounfa,Dan Issa,266,0,1400,38,0
,Maradi,Madarounfa,Dan Issa,14,200,140,2,200
,Maradi,Madarounfa,Dan Issa,0,0,140,0,0
,Maradi,Madarounfa,Dan Issa,0,0,14,0,0
,Maradi,Madarounfa,Djirataoua,0,0,21,0,0
,Maradi,Guidan Roumdji,Tibiri,25,50,119,5,50
,Maradi,Madarounfa,Gabi,70,90,350,10,90
,Maradi,Guidan Roumdji,Guidan Roumdji,0,0,70,0,0
,Maradi,Guidan Roumdji,Tibiri,280,0,0,40,0
,Maradi,Guidan Roumdji,Tibiri,350,0,0,50,0
,Maradi,Guidan Roumdji,Tibiri,175,0,350,25,0
,Maradi,Madarounfa,Gabi,175,0,7,25,0
,Maradi,Guidan Roumdji,Guidan Roumdji,70,0,70,10,0
,Maradi,Guidan Roumdji,Tibiri,14,0,280,2,0
,Maradi,Madarounfa,Sarkin Yamma,210,0,0,30,0
,Maradi,Madarounfa,Gabi,210,80,0,30,80
