dates,region,department,commune,IdpsMenages,IdpsInd,RessortissantPaysTiers,IdpReturn,ReturnFromOutsideBorder,Refugees,lat,lon
2023-04-30,Tillabéry,Torodi,Makalondi,62,219,0,0,4,0,12.8093505,1.6873703
2023-04-30,Tillabéry,Torodi,Makalondi,33,231,0,21,0,0,12.82312,1.67701
2023-04-30,Tillabéry,Torodi,Makalondi,53,293,0,0,0,0,12.8429883,1.6968798
2023-04-30,Tillabéry,Torodi,Torodi,400,2800,0,0,0,0,13.1255161,1.7905658
2023-04-30,Tillabéry,Kollo,Bitinkodji,28,100,0,0,0,0,13.5769797,1.9585971
2023-04-30,Tillabéry,Kollo,Bitinkodji,24,127,0,0,0,0,13.5770782,1.9582638
2023-04-30,Tillabéry,Kollo,N_Dounga,26,182,0,525,0,0,13.4137272,2.3539731
2023-04-30,Tillabéry,Kollo,Koure,120,840,0,0,0,0,13.3126068,2.5728534
2023-04-30,Tillabéry,Kollo,Koure,0,0,0,735,0,0,13.2698634,2.5115181
2023-04-30,Tillabéry,Kollo,Kollo,0,0,0,77,0,0,13.2812627,2.4641785
2023-04-30,Tillabéry,Kollo,Kollo,0,0,0,396,0,0,13.3141754,2.3253418
2023-04-30,Tillabéry,Kollo,Kollo,25,175,0,420,0,0,13.3123074,2.3307533
2023-04-30,Tillabéry,Kollo,Koure,0,0,0,1420,0,0,13.3925429,2.6242485
2023-04-30,Tillabéry,Kollo,Dantchiandou,0,0,0,245,0,0,13.5137072,2.776939
2023-04-30,Tillabéry,Kollo,Dantchiandou,287,2009,0,315,0,0,13.4124721,2.7556449
2023-04-30,Tillabéry,Kollo,Dantchiandou,0,0,0,84,0,0,13.4068441,2.7311286
2023-04-30,Tillabéry,Kollo,Dantchiandou,1,6,0,168,0,0,13.6280007,2.5965268
2023-04-30,Tillabéry,Kollo,Hamdallaye,0,0,0,0,0,0,13.6908442,2.4551699
2023-04-30,Tillabéry,Kollo,Hamdallaye,0,0,0,0,0,0,13.5504793,2.4013548
2023-04-30,Tillabéry,Kollo,Kollo,40,266,0,0,0,0,13.3063933,2.3396332
2023-04-30,Tillabéry,Kollo,Kollo,20,140,0,0,0,0,13.2719496,2.3694225
2023-04-30,Tillabéry,Kollo,Kollo,75,375,0,75,0,0,13.2608732,2.3714015
2023-04-30,Tillabéry,Kollo,Kollo,13,91,0,182,0,0,13.2999148,2.3421468
2023-04-30,Tillabéry,Kollo,Kollo,13,91,0,49,0,0,13.2292379,2.4214822
2023-04-30,Tillabéry,Kollo,Kollo,44,308,0,0,0,0,13.2296888,2.4424263
2023-04-30,Tillabéry,Kollo,Kollo,20,140,0,245,0,0,13.1938776,2.3844735
2023-04-30,Tillabéry,Kollo,Kollo,0,0,0,151,0,0,13.2542402,2.4657929
2023-04-30,Tillabéry,Kollo,Kirtachi,0,0,0,147,0,0,12.8377957,2.49949
2023-04-30,Tillabéry,Kollo,Kirtachi,47,329,0,21,0,0,12.7831484,2.4766508
2023-04-30,Tillabéry,Torodi,Torodi,8,35,0,100,0,0,13.2163068,1.8614523
2023-04-30,Tillabéry,Torodi,Torodi,70,490,0,210,0,0,13.2164783,1.8613017
2023-04-30,Tillabéry,Torodi,Torodi,55,387,0,35,0,0,13.2163497,1.8614236
2023-04-30,Tillabéry,Kollo,Kollo,9,63,0,217,0,0,13.2768671,2.4754133
2023-04-30,Tillabéry,Kollo,Libore,50,350,0,700,0,0,13.4291986,2.1954884
2023-04-30,Tillabéry,Kollo,Libore,1,7,0,49,0,0,13.4427515,2.2222658
2023-04-30,Tillabéry,Kollo,Libore,2,14,0,336,0,0,13.4147453,2.1802663
2023-04-30,Tillabéry,Kollo,N_Dounga,50,350,0,805,0,0,13.3335539,2.3013778
2023-04-30,Tillabéry,Kollo,N_Dounga,26,182,0,70,0,0,13.335301,2.2963775
2023-04-30,Tillabéry,Kollo,Karma,15,105,0,0,0,0,13.6935773,1.7452568
2023-04-30,Tillabéry,Kollo,Karma,8,56,0,0,0,0,13.6706489,1.7886616
2023-04-30,Tillabéry,Kollo,Libore,40,280,0,252,0,0,13.4342267,2.1801267
2023-04-30,Tillabéry,Kollo,Libore,10,70,0,70,0,0,13.473787,2.2389054
2023-04-30,Tillabéry,Kollo,N_Dounga,0,0,0,462,0,0,13.3828834,2.2234548
2023-04-30,Tillabéry,Kollo,Libore,82,574,0,735,0,0,13.4322448,2.1585724
2023-04-30,Tillabéry,Kollo,Youri,30,210,0,0,0,0,13.2870962,2.1930226
2023-04-30,Tillabéry,Kollo,Youri,0,0,0,210,0,0,13.2873915,2.1933876
2023-04-30,Tillabéry,Kollo,Youri,13,91,0,0,0,0,13.287707,2.1931861
2023-04-30,Tillabéry,Kollo,Youri,0,0,0,280,0,0,13.3336859,2.2436955
2023-04-30,Tillabéry,Torodi,Makalondi,0,0,0,210,0,0,12.8514589,1.6892196
2023-04-30,Tillabéry,Torodi,Torodi,2212,15484,0,469,0,0,13.1227189,1.7981483
2023-04-30,Tillabéry,Torodi,Torodi,30,180,0,100,0,0,13.2162587,1.8615262
2023-04-30,Tillabéry,Torodi,Makalondi,36,252,0,70,0,0,12.8369619,1.688376
2023-04-30,Tillabéry,Torodi,Makalondi,53,293,0,0,0,0,12.8369888,1.6885877
2023-04-30,Tillabéry,Kollo,Kirtachi,50,350,0,210,0,0,12.7984958,2.4747151
2023-04-30,Tillabéry,Kollo,N_Dounga,125,550,0,490,0,0,13.3609426,2.2433273
2023-04-30,Tillabéry,Kollo,N_Dounga,108,756,0,0,0,0,13.362029,2.242488
2023-04-30,Tillabéry,Kollo,N_Dounga,285,1995,0,0,0,0,13.3588765,2.2431081
2023-04-30,Tillabéry,Kollo,N_Dounga,0,0,0,574,0,0,13.3835167,2.19605
2023-04-30,Tillabéry,Torodi,Torodi,30,210,0,35,0,0,13.2164063,1.8622779
2023-04-30,Tillabéry,Torodi,Torodi,30,210,0,70,0,0,13.216755,1.8636833
2023-04-30,Tillabéry,Torodi,Makalondi,75,525,0,0,0,0,12.865375,1.69771
2023-04-30,Tillabéry,Kollo,Karma,35,247,0,0,0,0,13.7468773,2.1037373
2023-04-30,Tillabéry,Torodi,Torodi,37,259,0,0,0,0,13.4750221,2.0157033
2023-04-30,Tillabéry,Banibangou,Banibangou,422,3000,0,0,0,0,14.9460857,2.7168888
2023-04-30,Tillabéry,Banibangou,Banibangou,50,213,0,0,0,0,15.0401231,2.7022318
2023-04-30,Tillabéry,Banibangou,Banibangou,100,380,0,0,0,0,15.0401469,2.7022057
2023-04-30,Tillabéry,Banibangou,Banibangou,180,215,0,0,0,0,15.0400829,2.7021055
2023-04-30,Tillabéry,Banibangou,Banibangou,56,107,0,0,0,0,15.0401189,2.7022062
2023-04-30,Tillabéry,Banibangou,Banibangou,62,144,0,0,0,0,15.0401298,2.7021877
2023-04-30,Tillabéry,Banibangou,Banibangou,76,150,0,0,0,0,15.0401723,2.7021685
2023-04-30,Tillabéry,Banibangou,Banibangou,30,87,0,0,0,0,15.0400967,2.7021555
2023-04-30,Tillabéry,Banibangou,Banibangou,102,310,0,0,0,0,15.0382104,2.7031615
2023-04-30,Tillabéry,Banibangou,Banibangou,113,245,0,0,0,0,15.0401254,2.7024855
2023-04-30,Tahoua,Madaoua,Bangui,100,600,0,360,0,0,13.6833414,6.1943082
2023-04-30,Tahoua,Madaoua,Bangui,7,42,0,24,0,0,13.7943288,6.2933293
2023-04-30,Tahoua,Madaoua,Bangui,0,0,0,180,280,0,13.6715158,6.1461897
2023-04-30,Tahoua,Madaoua,Bangui,38,228,0,300,0,0,13.712041,6.0851986
2023-04-30,Tahoua,Madaoua,Bangui,40,240,0,300,70,0,13.7485143,6.1122875
2023-04-30,Tahoua,Madaoua,Bangui,40,240,0,90,140,0,13.7733356,6.1711572
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,180,0,0,13.8347795,6.2066344
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,180,385,0,13.8552407,6.2721214
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,240,35,0,13.9303438,6.3169556
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,180,56,0,13.8485995,6.1648418
2023-04-30,Tahoua,Birnin_Konni,Birnin_Konni,0,0,0,318,0,0,14.4172599,5.8632003
2023-04-30,Tahoua,Madaoua,Sabon_Guida,30,180,0,150,70,0,13.8147495,5.9010839
2023-04-30,Tahoua,Birnin_Konni,Birnin_Konni,30,180,0,0,560,0,13.784754,4.9231026
2023-04-30,Tahoua,Madaoua,Bangui,8,48,0,60,0,0,13.8370951,6.2501673
2023-04-30,Tahoua,Madaoua,Bangui,250,1500,0,900,700,0,13.6548213,6.1355933
2023-04-30,Tahoua,Madaoua,Bangui,50,300,560,900,840,0,13.7019002,6.1322831
2023-04-30,Tahoua,Madaoua,Bangui,40,240,0,180,0,0,13.7035929,6.0516286
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,90,0,0,13.7695962,6.1756582
2023-04-30,Tahoua,Madaoua,Bangui,60,360,0,300,420,0,13.8382921,6.2097879
2023-04-30,Tahoua,Madaoua,Bangui,10,60,350,120,0,0,13.8526829,6.3265932
2023-04-30,Tahoua,Madaoua,Bangui,0,0,1050,120,0,0,13.798712,6.230922
2023-04-30,Tahoua,Madaoua,Bangui,50,300,0,300,0,0,13.7338357,6.0843532
2023-04-30,Tahoua,Madaoua,Bangui,10,60,140,90,0,0,13.8671142,6.0124093
2023-04-30,Tahoua,Birnin_Konni,Birnin_Konni,0,0,0,0,0,0,13.8389806,4.7634596
2023-04-30,Tahoua,Madaoua,Bangui,40,240,0,60,0,0,13.6756959,6.1957881
2023-04-30,Tahoua,Madaoua,Bangui,100,600,0,120,0,0,13.6761556,6.2399706
2023-04-30,Tahoua,Madaoua,Bangui,40,240,0,90,0,0,13.7416541,6.263605
2023-04-30,Tahoua,Madaoua,Bangui,10,60,0,90,0,0,13.7644215,6.2716337
2023-04-30,Tahoua,Bagaroua,Bagaroua,20,120,0,42,0,0,14.6147726,4.3015565
2023-04-30,Tahoua,Bagaroua,Bagaroua,250,1500,0,300,0,0,14.6422724,4.3597112
2023-04-30,Tahoua,Madaoua,Bangui,40,240,0,78,0,0,13.6772819,6.195436874
2023-04-30,Tahoua,Madaoua,Bangui,26,156,0,42,0,0,13.69199804,6.281624297
2023-04-30,Tahoua,Madaoua,Bangui,35,210,0,156,0,0,13.79079093,6.282759961
2023-04-30,Tahoua,Madaoua,Bangui,50,300,0,150,0,0,13.80474981,6.274144454
2023-04-30,Tahoua,Madaoua,Bangui,60,360,385,420,280,0,13.66278908,6.168942768
2023-04-30,Tahoua,Madaoua,Bangui,150,900,0,300,350,0,13.69191892,6.129180109
2023-04-30,Tahoua,Bagaroua,Bagaroua,38,228,0,24,0,0,14.13070535,4.506293535
2023-04-30,Tahoua,Bagaroua,Bagaroua,68,408,0,564,420,0,14.61347254,4.299121052
2023-04-30,Tahoua,Bagaroua,Bagaroua,15,90,0,60,0,0,14.63779289,4.43187288
2023-04-30,Tahoua,Tillia,Tillia,100,600,0,0,0,0,16.1356333,4.8038317
2023-04-30,Tahoua,Tillia,Tillia,60,360,0,0,0,0,16.1350392,4.8132529
2023-04-30,Tahoua,Tillia,Tillia,150,900,1400,0,0,0,16.1385671,4.7968979
2023-04-30,Tahoua,Tillia,Tillia,10,60,0,0,0,0,15.8461538,5.1606305
2023-04-30,Tahoua,Tillia,Tillia,42,252,0,0,0,0,16.1471003,4.7068266
2023-04-30,Tahoua,Tillia,Tillia,1000,6000,7000,0,0,7000,15.6272845,4.7773897
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,725,4350,5040,0,0,0,15.8979867,5.8205273
2023-04-30,Tahoua,Tassara,Tassara,120,720,0,0,0,0,16.4693614,5.8007057
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,0,0,0,0,15.9043581,5.7980821
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,0,0,0,0,15.620835,5.341873
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,0,0,0,0,16.2997212,6.1198313
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,0,0,0,0,16.2897924,6.2127241
2023-04-30,Tahoua,Tassara,Tassara,150,900,65,600,350,650,16.5965092,5.6898239
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,123,738,0,0,0,0,15.93953078,5.491116196
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,0,0,0,0,16.12828646,6.039049337
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,0,0,0,0,16.0369313,6.328883646
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,0,0,56,0,15.80558323,5.747318035
2023-04-30,Tahoua,Tassara,Tassara,300,1800,0,0,0,0,16.72374625,5.62702951
2023-04-30,Tahoua,Tassara,Tassara,721,2884,0,0,0,0,16.4795372,5.491392631
2023-04-30,Tahoua,Tillia,Tillia,40,240,0,0,0,0,16.13240416,4.795308849
2023-04-30,Tahoua,Tillia,Tillia,50,300,0,0,0,0,15.75868736,4.801356476
2023-04-30,Tahoua,Tchintabaraden,Kao,50,300,0,0,0,0,15.59250021,5.724381628
2023-04-30,Tahoua,Tillia,Tillia,12,72,0,0,0,0,16.12852619,4.960550275
2023-04-30,Tahoua,Tillia,Tillia,80,480,0,0,0,0,16.14219548,4.820465874
2023-04-30,Tahoua,Tillia,Tillia,18,108,0,0,0,0,16.14395643,4.79894802
2023-04-30,Tahoua,Tillia,Tillia,10,60,0,0,0,0,15.85822343,5.201277947
2023-04-30,Tahoua,Tillia,Tillia,12,72,0,0,0,0,15.73624394,4.999794345
2023-04-30,Tahoua,Tillia,Tillia,30,180,0,0,0,0,15.74830944,4.973799214
2023-04-30,Tahoua,Tillia,Tillia,15,90,0,0,0,0,15.97109502,4.844217757
2023-04-30,Tahoua,Tillia,Tillia,20,120,0,0,0,0,16.07319205,4.831351619
2023-04-30,Tahoua,Tillia,Tillia,8,48,0,0,0,0,16.21619683,4.789301036
2023-04-30,Tahoua,Tillia,Tillia,80,480,0,0,0,0,16.15371406,4.684560355
2023-04-30,Tahoua,Tillia,Tillia,50,300,0,0,0,0,16.13466886,4.710535118
2023-04-30,Tahoua,Tillia,Tillia,120,720,0,0,0,700,15.61689574,4.770059371
2023-04-30,Tahoua,Madaoua,Bangui,70,420,0,300,0,0,13.72254053,6.066246266
2023-04-30,Tahoua,Madaoua,Bangui,25,150,0,600,0,0,13.77846044,6.177596161
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,300,420,0,13.81776184,6.175835207
2023-04-30,Tahoua,Madaoua,Bangui,90,540,0,300,0,0,13.85186768,6.271553775
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,90,140,0,13.7923298,6.303850589
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,42,0,0,13.72816277,6.187572554
2023-04-30,Tahoua,Madaoua,Bangui,20,120,0,300,105,0,13.81981293,6.046902509
2023-04-30,Tahoua,Birnin_Konni,Birnin_Konni,30,180,0,18,0,0,13.92117235,5.630111871
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,150,900,0,0,0,0,16.50194081,6.239227876
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,100,600,0,0,0,0,16.03227625,6.056838417
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,100,600,0,0,0,0,16.39334496,5.604256634
2023-04-30,Tahoua,Tassara,Tassara,120,720,0,0,0,0,16.64494584,5.613334654
2023-04-30,Tahoua,Tassara,Tassara,220,1320,0,0,0,500,16.52026658,5.335239787
2023-04-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,0,0,0,0,15.62577578,5.369822597
2023-04-30,Tahoua,Madaoua,Bangui,14,84,0,150,0,0,13.9431722,6.1978773
2023-04-30,Tahoua,Madaoua,Bangui,10,60,0,120,0,0,13.9428112,6.1830924
2023-04-30,Tahoua,Madaoua,Bangui,40,240,0,240,0,0,13.924367,6.1792452
2023-04-30,Tahoua,Madaoua,Bangui,15,90,0,60,0,0,13.7092545,6.2585743
2023-04-30,Tahoua,Madaoua,Bangui,10,60,0,30,0,0,13.7702925,6.1372173
2023-04-30,Tahoua,Madaoua,Bangui,10,60,0,24,0,0,13.7922797,6.0703979
2023-04-30,Tahoua,Madaoua,Bangui,7,42,0,36,0,0,13.7419709,6.050802
